#Top: saturn_top_wrapper   Floorplan: rtl_1   Part: xc7a200tfbg676-2
#Generated by: laure   on: Fri Dec 13 10:20:12 2024
#Build: Vivado v2023.1   by: xbuild   on: Sun May  7 15:05:29 MDT 2023
#Package Version: FINAL 2012-06-20
#Package Pin Delay Version: FINAL VERS. 2.0 2012-06-20

IO Bank,Pin Number,Site,Site Type,Min Trace Delay (ps),Max Trace Delay (ps),Prohibit,Interface,Signal Name,Direction,DiffPair Type,DiffPair Signal,IO Standard,Drive (mA),Slew Rate,OUTPUT_IMPEDANCE,PRE_EMPHASIS,LVDS_PRE_EMPHASIS,EQUALIZATION,Pull Type,DQS_BIAS,IN_TERM,DIFF_TERM,OFFCHIP_TERM,Board Signal,Board Voltage
14,P15,IOB_X0Y144,IO_L3P_T0_DQS_PUDC_B_14,71.310,72.027,true,,,,,,,,,,,,,,,,,,,
14,R25,IOB_X0Y112,IO_L19P_T3_A10_D26_14,90.783,91.695,,,,,,,,,,,,,,,,,,,,
14,P25,IOB_X0Y111,IO_L19N_T3_A09_D25_VREF_14,84.703,85.554,,,,,,,,,,,,,,,,,,,,
14,R26,IOB_X0Y106,IO_L22P_T3_A05_D21_14,104.900,105.954,,,,,,,,,,,,,,,,,,,,
14,P26,IOB_X0Y105,IO_L22N_T3_A04_D20_14,92.222,93.149,,,,,,,,,,,,,,,,,,,,
14,R19,,VCCO_14,,,,,,,,,,,,,,,,,,,,,VCCO_14,3.30
14,P22,,VCCO_14,,,,,,,,,,,,,,,,,,,,,VCCO_14,3.30
14,N25,,VCCO_14,,,,,,,,,,,,,,,,,,,,,VCCO_14,3.30
14,N15,,VCCO_14,,,,,,,,,,,,,,,,,,,,,VCCO_14,3.30
14,L21,,VCCO_14,,,,,,,,,,,,,,,,,,,,,VCCO_14,3.30
14,K24,,VCCO_14,,,,,,,,,,,,,,,,,,,,,VCCO_14,3.30
15,M17,IOB_X0Y187,IO_L6N_T0_VREF_15,49.640,50.139,,,,,,,,,,,,,,,,,,,,
15,M18,,VCCO_15,,,,,,,,,,,,,,,,,,,,,VCCO_15,3.30
15,K14,,VCCO_15,,,,,,,,,,,,,,,,,,,,,VCCO_15,3.30
15,J17,,VCCO_15,,,,,,,,,,,,,,,,,,,,,VCCO_15,3.30
15,H20,,VCCO_15,,,,,,,,,,,,,,,,,,,,,VCCO_15,3.30
15,G23,,VCCO_15,,,,,,,,,,,,,,,,,,,,,VCCO_15,3.30
15,F26,,VCCO_15,,,,,,,,,,,,,,,,,,,,,VCCO_15,3.30
16,E18,IOB_X0Y227,IO_L11N_T1_SRCC_16,79.747,80.548,,,,,,,,,,,,,,,,,,,,
16,D18,IOB_X0Y226,IO_L12P_T1_MRCC_16,84.180,85.026,,,,,,,,,,,,,,,,,,,,
16,C18,IOB_X0Y225,IO_L12N_T1_MRCC_16,88.210,89.096,,,,,,,,,,,,,,,,,,,,
16,D19,IOB_X0Y224,IO_L13P_T2_MRCC_16,85.669,86.530,,,,,,,,,,,,,,,,,,,,
16,C19,IOB_X0Y223,IO_L13N_T2_MRCC_16,86.287,87.154,,,,,,,,,,,,,,,,,,,,
16,E20,IOB_X0Y222,IO_L14P_T2_SRCC_16,82.082,82.907,,,,,,,,,,,,,,,,,,,,
16,D20,IOB_X0Y221,IO_L14N_T2_SRCC_16,82.859,83.692,,,,,,,,,,,,,,,,,,,,
16,E22,IOB_X0Y200,IO_25_16,93.422,94.361,,,,,,,,,,,,,,,,,,,,
16,F16,,VCCO_16,,,,,,,,,,,,,,,,,,,,,VCCO_16,2.50
16,E19,,VCCO_16,,,,,,,,,,,,,,,,,,,,,VCCO_16,2.50
16,D22,,VCCO_16,,,,,,,,,,,,,,,,,,,,,VCCO_16,2.50
16,C25,,VCCO_16,,,,,,,,,,,,,,,,,,,,,VCCO_16,2.50
16,B18,,VCCO_16,,,,,,,,,,,,,,,,,,,,,VCCO_16,2.50
16,A21,,VCCO_16,,,,,,,,,,,,,,,,,,,,,VCCO_16,2.50
33,V4,IOB_X1Y99,IO_0_33,82.266,83.092,true,,,,,,,,,,,,,,,,,,,
33,V1,IOB_X1Y98,IO_L1P_T0_33,99.779,100.781,true,,,,,,,,,,,,,,,,,,,
33,W1,IOB_X1Y97,IO_L1N_T0_33,111.867,112.991,true,,,,,,,,,,,,,,,,,,,
33,W5,IOB_X1Y96,IO_L2P_T0_33,81.718,82.540,true,,,,,,,,,,,,,,,,,,,
33,W4,IOB_X1Y95,IO_L2N_T0_33,90.415,91.323,true,,,,,,,,,,,,,,,,,,,
33,V3,IOB_X1Y94,IO_L3P_T0_DQS_33,88.997,89.891,true,,,,,,,,,,,,,,,,,,,
33,V2,IOB_X1Y93,IO_L3N_T0_DQS_33,93.487,94.427,true,,,,,,,,,,,,,,,,,,,
33,V6,IOB_X1Y92,IO_L4P_T0_33,79.928,80.731,true,,,,,,,,,,,,,,,,,,,
33,W6,IOB_X1Y91,IO_L4N_T0_33,84.347,85.195,true,,,,,,,,,,,,,,,,,,,
33,W3,IOB_X1Y90,IO_L5P_T0_33,87.398,88.276,true,,,,,,,,,,,,,,,,,,,
33,Y3,IOB_X1Y89,IO_L5N_T0_33,99.967,100.971,true,,,,,,,,,,,,,,,,,,,
33,U7,IOB_X1Y88,IO_L6P_T0_33,78.823,79.615,true,,,,,,,,,,,,,,,,,,,
33,V7,IOB_X1Y87,IO_L6N_T0_VREF_33,78.284,79.071,true,,,,,,,,,,,,,,,,,,,
33,AB1,IOB_X1Y86,IO_L7P_T1_33,121.659,122.881,true,,,,,,,,,,,,,,,,,,,
33,AC1,IOB_X1Y85,IO_L7N_T1_33,134.208,135.556,true,,,,,,,,,,,,,,,,,,,
33,Y2,IOB_X1Y84,IO_L8P_T1_33,118.088,119.274,true,,,,,,,,,,,,,,,,,,,
33,Y1,IOB_X1Y83,IO_L8N_T1_33,118.938,120.134,true,,,,,,,,,,,,,,,,,,,
33,AD1,IOB_X1Y82,IO_L9P_T1_DQS_33,140.040,141.448,true,,,,,,,,,,,,,,,,,,,
33,AE1,IOB_X1Y81,IO_L9N_T1_DQS_33,145.083,146.541,true,,,,,,,,,,,,,,,,,,,
33,AE2,IOB_X1Y80,IO_L10P_T1_33,137.900,139.286,true,,,,,,,,,,,,,,,,,,,
33,AF2,IOB_X1Y79,IO_L10N_T1_33,148.133,149.621,true,,,,,,,,,,,,,,,,,,,
33,AB2,IOB_X1Y78,IO_L11P_T1_SRCC_33,119.127,120.325,true,,,,,,,,,,,,,,,,,,,
33,AC2,IOB_X1Y77,IO_L11N_T1_SRCC_33,124.280,125.530,true,,,,,,,,,,,,,,,,,,,
33,AA3,IOB_X1Y76,IO_L12P_T1_MRCC_33,120.380,121.590,true,,,,,,,,,,,,,,,,,,,
33,AA2,IOB_X1Y75,IO_L12N_T1_MRCC_33,119.833,121.037,true,,,,,,,,,,,,,,,,,,,
33,AA4,IOB_X1Y74,IO_L13P_T2_MRCC_33,100.709,101.721,true,,,,,,,,,,,,,,,,,,,
33,AB4,IOB_X1Y73,IO_L13N_T2_MRCC_33,103.675,104.717,true,,,,,,,,,,,,,,,,,,,
33,AC3,IOB_X1Y72,IO_L14P_T2_SRCC_33,116.465,117.635,true,,,,,,,,,,,,,,,,,,,
33,AD3,IOB_X1Y71,IO_L14N_T2_SRCC_33,120.163,121.371,true,,,,,,,,,,,,,,,,,,,
33,AD5,IOB_X1Y70,IO_L15P_T2_DQS_33,114.842,115.996,true,,,,,,,,,,,,,,,,,,,
33,AE5,IOB_X1Y69,IO_L15N_T2_DQS_33,115.422,116.582,true,,,,,,,,,,,,,,,,,,,
33,AE3,IOB_X1Y68,IO_L16P_T2_33,130.035,131.341,true,,,,,,,,,,,,,,,,,,,
33,AF3,IOB_X1Y67,IO_L16N_T2_33,133.865,135.211,true,,,,,,,,,,,,,,,,,,,
33,AF5,IOB_X1Y66,IO_L17P_T2_33,123.411,124.651,true,,,,,,,,,,,,,,,,,,,
33,AF4,IOB_X1Y65,IO_L17N_T2_33,126.871,128.147,true,,,,,,,,,,,,,,,,,,,
33,AC4,IOB_X1Y64,IO_L18P_T2_33,109.083,110.179,true,,,,,,,,,,,,,,,,,,,
33,AD4,IOB_X1Y63,IO_L18N_T2_33,112.575,113.707,true,,,,,,,,,,,,,,,,,,,
33,Y7,IOB_X1Y62,IO_L19P_T3_33,69.095,69.789,true,,,,,,,,,,,,,,,,,,,
33,AA7,IOB_X1Y61,IO_L19N_T3_VREF_33,72.544,73.273,true,,,,,,,,,,,,,,,,,,,
33,Y6,IOB_X1Y60,IO_L20P_T3_33,74.937,75.691,true,,,,,,,,,,,,,,,,,,,
33,Y5,IOB_X1Y59,IO_L20N_T3_33,78.885,79.678,true,,,,,,,,,,,,,,,,,,,
33,V8,IOB_X1Y58,IO_L21P_T3_DQS_33,58.405,58.992,true,,,,,,,,,,,,,,,,,,,
33,W8,IOB_X1Y57,IO_L21N_T3_DQS_33,59.577,60.176,true,,,,,,,,,,,,,,,,,,,
33,AA5,IOB_X1Y56,IO_L22P_T3_33,86.258,87.125,true,,,,,,,,,,,,,,,,,,,
33,AB5,IOB_X1Y55,IO_L22N_T3_33,89.191,90.087,true,,,,,,,,,,,,,,,,,,,
33,Y8,IOB_X1Y54,IO_L23P_T3_33,61.106,61.720,true,,,,,,,,,,,,,,,,,,,
33,AA8,IOB_X1Y53,IO_L23N_T3_33,66.755,67.426,true,,,,,,,,,,,,,,,,,,,
33,AB6,IOB_X1Y52,IO_L24P_T3_33,88.115,89.001,true,,,,,,,,,,,,,,,,,,,
33,AC6,IOB_X1Y51,IO_L24N_T3_33,91.113,92.029,true,,,,,,,,,,,,,,,,,,,
33,V9,IOB_X1Y50,IO_25_33,40.765,41.174,true,,,,,,,,,,,,,,,,,,,
33,Y4,,VCCO_33,,,,,,,,,,,,,,,,,,,,,VCCO_33,
33,W7,,VCCO_33,,,,,,,,,,,,,,,,,,,,,VCCO_33,
33,U3,,VCCO_33,,,,,,,,,,,,,,,,,,,,,VCCO_33,
33,AD2,,VCCO_33,,,,,,,,,,,,,,,,,,,,,VCCO_33,
33,AC5,,VCCO_33,,,,,,,,,,,,,,,,,,,,,VCCO_33,
33,AA1,,VCCO_33,,,,,,,,,,,,,,,,,,,,,VCCO_33,
34,N8,IOB_X1Y149,IO_0_34,44.927,45.378,,,,,,,,,,,,,,,,,,,,
34,N7,IOB_X1Y140,IO_L5P_T0_34,65.183,65.839,,,,,,,,,,,,,,,,,,,,
34,M5,IOB_X1Y137,IO_L6N_T0_VREF_34,64.550,65.199,,,,,,,,,,,,,,,,,,,,
34,N3,IOB_X1Y126,IO_L12P_T1_MRCC_34,84.388,85.236,,,,,,,,,,,,,,,,,,,,
34,N2,IOB_X1Y125,IO_L12N_T1_MRCC_34,83.449,84.288,,,,,,,,,,,,,,,,,,,,
34,R3,IOB_X1Y124,IO_L13P_T2_MRCC_34,84.571,85.420,,,,,,,,,,,,,,,,,,,,
34,P3,IOB_X1Y123,IO_L13N_T2_MRCC_34,82.124,82.949,,,,,,,,,,,,,,,,,,,,
34,P6,IOB_X1Y112,IO_L19P_T3_34,57.843,58.424,,,,,,,,,,,,,,,,,,,,
34,P5,IOB_X1Y111,IO_L19N_T3_VREF_34,61.940,62.563,,,,,,,,,,,,,,,,,,,,
34,T5,IOB_X1Y110,IO_L20P_T3_34,73.464,74.203,,,,,,,,,,,,,,,,,,,,
34,R5,IOB_X1Y109,IO_L20N_T3_34,63.084,63.719,,,,,,,,,,,,,,,,,,,,
34,U6,IOB_X1Y108,IO_L21P_T3_DQS_34,77.297,78.074,,,,,,,,,,,,,,,,,,,,
34,U5,IOB_X1Y107,IO_L21N_T3_DQS_34,75.712,76.473,,,,,,,,,,,,,,,,,,,,
34,R8,IOB_X1Y106,IO_L22P_T3_34,50.205,50.710,,,,,,,,,,,,,,,,,,,,
34,P8,IOB_X1Y105,IO_L22N_T3_34,50.579,51.087,,,,,,,,,,,,,,,,,,,,
34,R7,IOB_X1Y104,IO_L23P_T3_34,52.655,53.184,,,,,,,,,,,,,,,,,,,,
34,R6,IOB_X1Y103,IO_L23N_T3_34,54.625,55.174,,,,,,,,,,,,,,,,,,,,
34,T8,IOB_X1Y102,IO_L24P_T3_34,59.604,60.203,,,,,,,,,,,,,,,,,,,,
34,T7,IOB_X1Y101,IO_L24N_T3_34,52.617,53.146,,,,,,,,,,,,,,,,,,,,
34,U4,IOB_X1Y100,IO_25_34,80.025,80.829,,,,,,,,,,,,,,,,,,,,
34,T6,,VCCO_34,,,,,,,,,,,,,,,,,,,,,VCCO_34,3.30
34,P2,,VCCO_34,,,,,,,,,,,,,,,,,,,,,VCCO_34,3.30
34,N5,,VCCO_34,,,,,,,,,,,,,,,,,,,,,VCCO_34,3.30
34,M8,,VCCO_34,,,,,,,,,,,,,,,,,,,,,VCCO_34,3.30
34,L1,,VCCO_34,,,,,,,,,,,,,,,,,,,,,VCCO_34,3.30
34,K4,,VCCO_34,,,,,,,,,,,,,,,,,,,,,VCCO_34,3.30
35,H7,IOB_X1Y194,IO_L3P_T0_DQS_AD5P_35,65.536,66.195,true,,,,,,,,,,,,,,,,,,,
35,G7,IOB_X1Y193,IO_L3N_T0_DQS_AD5N_35,67.344,68.021,true,,,,,,,,,,,,,,,,,,,
35,H6,IOB_X1Y190,IO_L5P_T0_AD13P_35,69.074,69.768,true,,,,,,,,,,,,,,,,,,,
35,G6,IOB_X1Y189,IO_L5N_T0_AD13N_35,73.061,73.795,true,,,,,,,,,,,,,,,,,,,
35,J6,IOB_X1Y186,IO_L7P_T1_AD6P_35,62.743,63.373,true,,,,,,,,,,,,,,,,,,,
35,J5,IOB_X1Y185,IO_L7N_T1_AD6N_35,71.769,72.490,true,,,,,,,,,,,,,,,,,,,
35,L8,IOB_X1Y184,IO_L8P_T1_AD14P_35,68.036,68.720,true,,,,,,,,,,,,,,,,,,,
35,K8,IOB_X1Y183,IO_L8N_T1_AD14N_35,69.657,70.357,true,,,,,,,,,,,,,,,,,,,
35,J4,IOB_X1Y182,IO_L9P_T1_DQS_AD7P_35,74.419,75.167,true,,,,,,,,,,,,,,,,,,,
35,H4,IOB_X1Y181,IO_L9N_T1_DQS_AD7N_35,77.946,78.729,true,,,,,,,,,,,,,,,,,,,
35,G5,IOB_X1Y176,IO_L12P_T1_MRCC_35,83.255,84.091,,,,,,,,,,,,,,,,,,,,
35,F5,IOB_X1Y175,IO_L12N_T1_MRCC_35,81.522,82.341,,,,,,,,,,,,,,,,,,,,
35,C4,IOB_X1Y171,IO_L14N_T2_SRCC_35,120.368,121.578,,,,,,,,,,,,,,,,,,,,
35,B4,IOB_X1Y168,IO_L16P_T2_35,136.790,138.164,,,,,,,,,,,,,,,,,,,,
35,D3,IOB_X1Y166,IO_L17P_T2_35,115.035,116.191,,,,,,,,,,,,,,,,,,,,
35,C3,IOB_X1Y165,IO_L17N_T2_35,119.068,120.264,,,,,,,,,,,,,,,,,,,,
35,C1,IOB_X1Y158,IO_L21P_T3_DQS_35,135.819,137.185,,,,,,,,,,,,,,,,,,,,
35,B1,IOB_X1Y157,IO_L21N_T3_DQS_35,136.879,138.255,,,,,,,,,,,,,,,,,,,,
35,D1,IOB_X1Y153,IO_L23N_T3_35,127.591,128.873,,,,,,,,,,,,,,,,,,,,
35,J7,,VCCO_35,,,,,,,,,,,,,,,,,,,,,VCCO_35,3.30
35,G3,,VCCO_35,,,,,,,,,,,,,,,,,,,,,VCCO_35,3.30
35,F6,,VCCO_35,,,,,,,,,,,,,,,,,,,,,VCCO_35,3.30
35,D2,,VCCO_35,,,,,,,,,,,,,,,,,,,,,VCCO_35,3.30
35,C5,,VCCO_35,,,,,,,,,,,,,,,,,,,,,VCCO_35,3.30
35,A1,,VCCO_35,,,,,,,,,,,,,,,,,,,,,VCCO_35,3.30
213,AE7,OPAD_X0Y7,MGTPTXP3_213,128.516,129.808,,,,,,,,,,,,,,,,,,,,
213,AE11,IPAD_X1Y25,MGTPRXP3_213,96.583,97.554,,,,,,,,,,,,,,,,,,,,
213,AF7,OPAD_X0Y6,MGTPTXN3_213,127.769,129.053,,,,,,,,,,,,,,,,,,,,
213,AF11,IPAD_X1Y24,MGTPRXN3_213,96.655,97.627,,,,,,,,,,,,,,,,,,,,
213,AC8,OPAD_X0Y5,MGTPTXP2_213,95.879,96.842,,,,,,,,,,,,,,,,,,,,
213,AC14,IPAD_X1Y19,MGTPRXP2_213,74.654,75.404,,,,,,,,,,,,,,,,,,,,
213,AD8,OPAD_X0Y4,MGTPTXN2_213,96.192,97.159,,,,,,,,,,,,,,,,,,,,
213,AD14,IPAD_X1Y18,MGTPRXN2_213,74.180,74.926,,,,,,,,,,,,,,,,,,,,
213,AB13,IPAD_X1Y9,MGTREFCLK0N_213,66.495,67.163,,,,,,,,,,,,,,,,,,,,
213,AA13,IPAD_X1Y8,MGTREFCLK0P_213,65.142,65.796,,,,,,,,,,,,,,,,,,,,
213,AA11,IPAD_X1Y10,MGTREFCLK1P_213,87.492,88.372,,,,,,,,,,,,,,,,,,,,
213,AB11,IPAD_X1Y11,MGTREFCLK1N_213,86.897,87.771,,,,,,,,,,,,,,,,,,,,
213,AE9,OPAD_X0Y3,MGTPTXP1_213,92.919,93.853,,,,,,,,,,,,,,,,,,,,
213,AE13,IPAD_X1Y7,MGTPRXP1_213,83.131,83.967,,,,,,,,,,,,,,,,,,,,
213,AF9,OPAD_X0Y2,MGTPTXN1_213,93.672,94.614,,,,,,,,,,,,,,,,,,,,
213,AF13,IPAD_X1Y6,MGTPRXN1_213,84.184,85.030,,,,,,,,,,,,,,,,,,,,
213,AC10,OPAD_X0Y1,MGTPTXP0_213,69.812,70.514,,,,,,,,,,,,,,,,,,,,
213,AC12,IPAD_X1Y1,MGTPRXP0_213,65.459,66.117,,,,,,,,,,,,,,,,,,,,
213,AD10,OPAD_X0Y0,MGTPTXN0_213,69.772,70.473,,,,,,,,,,,,,,,,,,,,
213,AD12,IPAD_X1Y0,MGTPRXN0_213,65.096,65.751,,,,,,,,,,,,,,,,,,,,
213,AF15,,MGTRREF_213,96.418,97.387,,,,,,,,,,,,,,,,,,,,
216,F13,IPAD_X1Y46,MGTREFCLK1P_216,62.441,63.068,,,,,,,,,,,,,,,,,,,,
216,E13,IPAD_X1Y47,MGTREFCLK1N_216,62.882,63.514,,,,,,,,,,,,,,,,,,,,
216,A15,,MGTRREF_216,92.930,93.864,,,,,,,,,,,,,,,,,,,,
,F12,,MGTAVCC_G11,,,,,,,,,,,,,,,,,,,,,,
,F10,,MGTAVCC_G11,,,,,,,,,,,,,,,,,,,,,,
,D9,,MGTAVCC_G11,,,,,,,,,,,,,,,,,,,,,,
,D13,,MGTAVCC_G11,,,,,,,,,,,,,,,,,,,,,,
,D11,,MGTAVCC_G11,,,,,,,,,,,,,,,,,,,,,,
,AC9,,MGTAVCC_G10,,,,,,,,,,,,,,,,,,,,,,
,AC13,,MGTAVCC_G10,,,,,,,,,,,,,,,,,,,,,,
,AC11,,MGTAVCC_G10,,,,,,,,,,,,,,,,,,,,,,
,AA10,,MGTAVCC_G10,,,,,,,,,,,,,,,,,,,,,,
,AA12,,MGTAVCC_G10,,,,,,,,,,,,,,,,,,,,,,
,C7,,MGTAVTT_G11,,,,,,,,,,,,,,,,,,,,,,
,C15,,MGTAVTT_G11,,,,,,,,,,,,,,,,,,,,,,
,B8,,MGTAVTT_G11,,,,,,,,,,,,,,,,,,,,,,
,B14,,MGTAVTT_G11,,,,,,,,,,,,,,,,,,,,,,
,B12,,MGTAVTT_G11,,,,,,,,,,,,,,,,,,,,,,
,B10,,MGTAVTT_G11,,,,,,,,,,,,,,,,,,,,,,
,AD7,,MGTAVTT_G10,,,,,,,,,,,,,,,,,,,,,,
,AD15,,MGTAVTT_G10,,,,,,,,,,,,,,,,,,,,,,
,AE8,,MGTAVTT_G10,,,,,,,,,,,,,,,,,,,,,,
,AE14,,MGTAVTT_G10,,,,,,,,,,,,,,,,,,,,,,
,AE12,,MGTAVTT_G10,,,,,,,,,,,,,,,,,,,,,,
,AE10,,MGTAVTT_G10,,,,,,,,,,,,,,,,,,,,,,
,W22,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,W12,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,Y19,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,Y13,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,Y12,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,Y11,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,Y10,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,V13,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,W2,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,V25,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,V15,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,T21,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,P17,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,T13,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,U18,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,U12,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,U10,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,U8,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,R24,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,T9,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,T1,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,P13,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,P9,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,R10,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,R4,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,N10,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,M23,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,F1,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,N20,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,M13,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,L10,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,L6,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,M9,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,M3,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,L26,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,L16,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,L12,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,K9,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,J22,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,K13,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,K11,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,G18,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,G13,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,J12,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,J2,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,H25,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,H5,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,G10,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,G12,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,G11,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,E15,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,E14,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,E12,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,E10,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,F21,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,F14,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,F9,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,E24,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,E9,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,E4,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,E8,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,E7,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,V5,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,D17,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,D15,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,D7,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,C20,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,T11,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,C16,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,C11,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,C13,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,C6,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,C9,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,B23,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,B3,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,B16,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,B15,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,B6,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,AF10,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,AF21,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,AF16,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,AF14,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,AF12,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,AF1,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,AE24,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,AF8,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,AF6,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,AE15,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,AE6,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,AD13,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,AD11,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,AE4,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,AD16,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,AC20,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,AD9,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,AD6,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,AC15,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,AB12,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,AC7,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,AB23,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,AB14,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,AB3,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,AB10,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,AB9,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,AB8,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,AA9,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,A14,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,AA16,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,AA14,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,A26,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,AA6,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
,A16,,GND,,,,,,,,,,,,,,,,,,,,,GND,GND
